"Advertiser Name","Advertiser ID","Account Current Month Pacing","Account Overall Flight Pacing","Start Date","End Date","Campaign Manager","Cluster","vendorName"
"Freed's Furniture","5271500727","-64.52%","-92.12%","2017-02-01","2017-07-31","Subha","Twin Cities","Adwords"
